Source,Disease,Omics Method,Omics Method Detail,Site,Sub Group,PCGP,PCGPdetails
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT2(Drosophilaspiked),,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT2(Drosophilaspiked),,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT2(Drosophilaspiked),,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT2(Drosophilaspiked),,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,U2OS,RNAseq,,,,,
Human,OS,RNAseq,,,,,
Human,OS,RNAseq,,,,,
Cell,U2OS,RNAseq,,,,,
Human,OS,RNAseq,,,,,
Cell,U2OS,RNAseq,,,,,
Human,OS,RNAseq,,,,,
Cell,U2OS,RNAseq,,,,,
Human,OS,RNAseq,,,,,
Cell,U2OS,RNAseq,,,,,
Human,OS,RNAseq,,,,,
Cell,U2OS,RNAseq,,,,,
Human,OS,RNAseq,,,,,
Cell,U2OS,RNAseq,,,,,
Cell,PFA,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,PFA,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,PNET,Methylation,450k,,,,
Human,RHB,WES,,,,,
Human,RHB,WES,,,,,
Human,RHB,WES,,,,,
Human,RHB,WES,,,,,
Human,RHB,WES,,,,,
Human,RHB,WES,,,,,
Human,RHB,WES,,,,,
Human,RHB,WES,,,,,
Human,RHB,WES,,,,,
Human,RHB,WES,,,,,
Human,MedulloBlastoma,Methylation,450k,,,,
